id,name,lat,lon
M32067,Berkshire Street at Cambridge Street,42.37208,-71.08995
M32068,Graham and Parks School – Linnaean St at Walker St,42.38294,-71.1245
M32069,Smith Pl at Wilson Rd,42.3924,-71.15058
M32070,MIT Carleton St at Amherst St,42.36054,-71.0867
M32071,MIT Hayward St at Amherst St,42.36086,-71.08552
M32072,Galileo Galilei Way at Main Street,42.363,-71.08974
M32073,955 Mass Ave,42.36895,-71.10999
M32074,Concord Ave at Spinelli Place,42.39072,-71.15389
M32075,Danehy Park at New Street,42.38946,-71.13902
M32076,Old Morse Park at Putnam Ave,42.35766,-71.10841
M32077,Cambridge Crossing at North First Street,42.37114,-71.0762
M32078,Galileo Galilei Way at Fulkerson St/Binney St,42.36642,-71.08854
M32079,Raymond Park at Walden St,42.38737,-71.12761
M32080,Main Street/Albany Street/Technology Square,42.3629,-71.09157
M32081,Gore Street at Lambert Street,42.37308,-71.08634
M32082,Broad Canal Way at Third Street,42.36305,-71.08287
M32083,John Ahern Field at Kennedy-Longfellow School,42.36904,-71.08631
M32084,87-101 Cambridgepark Drive,42.39522,-71.14422
M32085,Mass Ave/Lafayette Square,42.36356,-71.10044
M32086,Morgan Ave at North First St,42.37198,-71.07586
M32087,Church St,42.37434,-71.11966
M32088,55 Wheeler Street,42.39082,-71.14395
M32089,Moore Youth Center,42.36354,-71.1117
M32090,O'Brien Highway at First Street,42.37098,-71.07664
M32091,325 Binney St.,42.36722,-71.08903
M32092,Elevate at One Leighton,42.36993,-71.07353
M32093,101 Smith Place,42.39257,-71.15076
M32094,40 Thorndike St,42.36906,-71.08
M32095,Lechmere Canal Park,42.36984,-71.07608
M32096,Craigie St at Brattle St/Sparks St,42.37792,-71.13006
M32097,125 Cambridgepark Dr,42.39586,-71.14511
M32098,Broad Canal Way North,42.36322,-71.08281
M32099,Center Plaza,42.36427,-71.08773
N32000,Centre St at Washington St,42.35574,-71.18642
N32001,Washington St at Crafts St,42.35389,-71.19944
N32002,Nonantum Library,42.36068,-71.20146
N32003,Bacon St at Washington St,42.35712,-71.18605
N32005,West Newton,42.3496,-71.22627
N32006,Watertown St at Albemarle Rd,42.3541,-71.21382
N32008,Union St at Herrick Rd,42.32961,-71.1937
N32009,Boston College T,42.33988,-71.16709
N32010,Newton Highlands T,42.32207,-71.20637
N32011,California at Chapel,42.36515,-71.20236
N32012,Beacon at Walnut,42.33006,-71.20668
N32013,Newton Library,42.3362,-71.20779
N32014,Washington St at Walnut St,42.35146,-71.20765
N32015,Auburndale,42.34806,-71.24776
N32018,Centre St at Commonwealth Ave,42.33624,-71.19344
R32001,Sumner St at Shirley Ave,42.40834,-70.99805
R32002,Orr Sq (Shirley Ave),42.40716,-70.99272
R32003,Beachmont Square at Suffolk Downs,42.39761,-70.99307
R32004,Northern Strand at Salem Street,42.44196,-71.01468
R32006,Revere City Hall,42.40741,-71.0139
R32007,Revere Public Library,42.40809,-71.00894
R32008,Eliot Circle Revere Beach,42.40289,-70.98997
R32009,Revere Beach - Markey Footbridge,42.41402,-70.98961
R32010,Griswald Fields,42.42821,-71.02316
S32001,Somerville City Hall,42.38684,-71.09812
S32002,Union Square - Somerville,42.37965,-71.0954
S32003,Beacon St at Washington / Kirkland,42.37875,-71.10707
S32004,Conway Park - Somerville Avenue,42.38364,-71.10854
S32005,Wilson Square,42.38568,-71.11412
S32006,Davis Square,42.39697,-71.12302
S32007,Ball Sq,42.39937,-71.11112
S32008,Powder House Circle - Nathan Tufts Park,42.40088,-71.11677
S32009,Packard Ave at Powderhouse Blvd,42.40449,-71.12341
S32010,Clarendon Hill at Broadway,42.4063,-71.13245
S32011,Teele Square,42.40088,-71.12591
S32013,Magoun Square at Trum Field,42.39778,-71.10594
S32014,Broadway St at Mt Pleasant St,42.38614,-71.07828
S32015,Foss Park,42.39108,-71.09039
S32016,Broadway at Central St,42.39517,-71.09851
S32017,East Somerville Library (Broadway and Illinois),42.38763,-71.08319
S32018,Assembly Square T,42.39223,-71.07747
S32019,Grove St at Community Path,42.39639,-71.12011
S32021,Washington St at Myrtle St,42.38175,-71.08395
S32022,Community Path at Cedar Street,42.39407,-71.11134
S32023,30 Dane St,42.381,-71.10403
S32034,Perry Park,42.37927,-71.10342
S32035,191 Beacon St,42.38032,-71.10879
S32036,Somerville City Hall Annex,42.3919,-71.09745
S32037,Craigie St at Summer St,42.38832,-71.11068
S32038,Edgerly Education Center,42.38717,-71.08714
S32039,Elm St at White St,42.38952,-71.11694
S32040,Community Path at Lowell St,42.39252,-71.10559
S32041,Union Square East,42.38008,-71.0901
S32046,Gilman Square T at Medford St,42.38674,-71.09464
S32047,Foley St at Grand Union Blvd,42.39302,-71.08072
S32048,Somerville High School & Central Library,42.3864,-71.09601
S32050,Boynton Yards at 101 South Street,42.37546,-71.09122
S32052,Somerville Hospital,42.39041,-71.10857
S32053,Chestnut St at Poplar St,42.37764,-71.08595
S32054,Union Square Station,42.37731,-71.09443
S32055,Grand Union Blvd at Revolution Dr,42.39166,-71.08035
S32056,Conway Park at Central Street (Temporary Winter Location),42.38339,-71.10732
S32057,Innerbelt at East Somerville Station,42.37961,-71.08644
S32060,Middlesex Ave at Foley St,42.39282,-71.08319
T32001,Salem Ferry Landing,42.52189,-70.88069
T32002,Salem Willows Park,42.53467,-70.87021
T32003,Shetland Park - Congress at Peabody St,42.51837,-70.88952
T32004,Mayor Salvo Path at Mill St,42.51804,-70.8957
T32005,Salem MBTA - Washington at Federal St,42.52345,-70.89611
T32006,Lafayette at Leach St,42.51143,-70.89183
T32007,Salem State University - Bike Path at Loring Ave,42.50182,-70.89478
T32008,Hawthorne Boulevard,42.52237,-70.89033
T32009,Salem State University - North Campus,42.50333,-70.89144
T32010,Forest River Park,42.50639,-70.88693
T32011,Essex St at Dalton Parkway,42.51622,-70.90554
T32012,Salem MBTA - Lower Level,42.52399,-70.89684
T32013,Community Life Center,42.52014,-70.90627
T32014,Goodhue St at Grove St,42.5209,-70.91053
T32015,North St at Liberty Hill Ave,42.5299,-70.90614
T32016,Bridge Street Neck,42.5281,-70.88971
T32017,Vinnin Square,42.48629,-70.90167
T32018,Derby Street,42.5201,-70.89139
T32019,Flint St. at Bridge St.,42.52139,-70.90581
V32001,7 Acre Park,42.41143,-71.06823
V32003,Everett Square (Broadway at Norwood St),42.40738,-71.05536
V32004,Broadway at Lynde St,42.39648,-71.06547
V32005,Encore,42.39329,-71.07245
V32006,Glendale Square (Ferry St at Broadway),42.41427,-71.0448
V32007,Swan St. Park,42.4125,-71.05842
V32008,Broadway at Maple St,42.41035,-71.0526
V32009,Pope John High School,42.42035,-71.0442
V32011,Broadway at Beacham St,42.39836,-71.06374
V32012,Hale Park,42.41533,-71.05282
V32013,Kearins Playground,42.40616,-71.06042
V32014,Wellington MBTA,42.40237,-71.07573
V32015,Gramsdorf Playground,42.40816,-71.0429
V32016,Chelsea St at Vine St,42.40337,-71.04731
V32017,Northern Strand - West St & Wellington Ave,42.40344,-71.06328
V32018,Santilli Hwy,42.40593,-71.06698
W32001,Coolidge Sq.,42.37208,-71.15683
W32002,Watertown Sq,42.36526,-71.18573
W32004,Arsenal Yards,42.36277,-71.15765
W32005,Watertown City Hall,42.36759,-71.18751
W32006,160 Arsenal St,42.36466,-71.17569
W32007,Nichols Ave. at Watertown Greenway,42.36762,-71.15657
W32009,Arsenal on the Charles,42.3635,-71.16422
W32010,Watertown St at 5th Ave,42.36289,-71.19127
W32011,99 Coolidge Ave,42.36368,-71.15179
W32012,Galen St at Watertown St,42.36428,-71.18573
X32001,Warehouse Pillar Manager,42.38645,-71.07542
X32999,18 Dorrance Warehouse,42.38715,-71.07598
Z32997,Parker St at Huntington Ave,42.33849,-71.09261
Z32998,Broadway at Kittie Knox Bike Path,42.36413,-71.08739
Z32999,Cummins Highway at Blue Hill Ave T Stop,42.26999,-71.09746
ZZ32996,Auburn St. at Mystic River,42.41759,-71.12608
