source_element_key,blockface,side,capacity,area,subarea,category,time_limit_min,lat,lng
36106,WESTERN AVE BETWEEN UNION ST AND PIKE ST,NE,4,Commercial Core,Waterfront,Paid Parking,120,47.6079181,-122.34057019
13513,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,10,Commercial Core,Waterfront,Paid Parking,120,47.60683479,-122.33982722
36117,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,SW,10,Belltown,North,Paid Parking,240,47.61480461,-122.3510549
36118,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,NE,7,Belltown,North,Paid Parking,240,47.61489953,-122.35093211
58805,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,7,Belltown,South,Paid Parking,120,47.61072092,-122.34416591
58806,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,6,Belltown,South,Paid Parking,120,47.61082404,-122.34403853
36113,WESTERN AVE BETWEEN WALL ST AND VINE ST,SW,7,Belltown,North,Paid Parking,240,47.61425874,-122.35013221
36114,WESTERN AVE BETWEEN WALL ST AND VINE ST,NE,8,Belltown,North,Paid Parking,240,47.61435994,-122.35002003
36093,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,SW,7,Pioneer Square,Edge,Paid Parking,120,47.60231142,-122.33573611
36094,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,NE,9,Pioneer Square,Edge,Paid Parking,120,47.60234501,-122.33551423
13545,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,W,7,Denny Triangle,South,Paid Parking,120,47.61441774,-122.33777839
13546,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,E,7,Denny Triangle,South,Paid Parking,120,47.61439763,-122.33753687
36137,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,W,7,Denny Triangle,South,Paid Parking,120,47.61585754,-122.3381161
36138,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,E,8,Denny Triangle,South,Paid Parking,120,47.61585223,-122.33780668
36141,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,W,8,Denny Triangle,North,Paid Parking,240,47.61711289,-122.33832365
36142,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,E,8,Denny Triangle,North,Paid Parking,240,47.61715715,-122.33804739
58829,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,W,5,South Lake Union,South,Paid Parking,120,47.61911756,-122.3385976
81493,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,5,South Lake Union,South,Paid Parking,120,47.62263115,-122.33858071
81494,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,3,South Lake Union,South,Paid Parking,120,47.6226275,-122.33833338
13549,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,W,11,South Lake Union,South,Paid Parking,120,47.62027929,-122.33858807
13550,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,E,9,South Lake Union,South,Paid Parking,120,47.62027694,-122.33833669
58833,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,W,5,South Lake Union,South,Paid Parking,120,47.62145672,-122.33857409
81497,WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N,SW,14,South Lake Union,North,Paid Parking,600,47.62621889,-122.3391098
68494,W HARRISON ST BETWEEN 1ST AVE W AND 2ND AVE W,S,5,Uptown,,Paid Parking,240,47.6220717,-122.35868568
23622,W HARRISON ST BETWEEN 2ND AVE W AND 3RD AVE W,S,4,Uptown,,Paid Parking,240,47.62207629,-122.35998542
45825,W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,N,8,Uptown,,Paid Parking,240,47.62217541,-122.36129669
45826,W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,S,5,Uptown,,Paid Parking,240,47.62207672,-122.36129784
91550,W HARRISON ST BETWEEN 4TH AVE W AND ELLIOTT AVE W,S,2,Uptown,,Paid Parking,240,47.62207583,-122.36222526
91546,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,S,6,Uptown,,Paid Parking,240,47.62205051,-122.35736855
68553,W JOHN ST BETWEEN 1ST AVE W AND 2ND AVE W,N,5,Uptown,,Paid Parking,240,47.61981788,-122.35870305
68554,W JOHN ST BETWEEN 1ST AVE W AND 2ND AVE W,S,5,Uptown,,Paid Parking,240,47.6197466,-122.35870374
68549,W JOHN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,3,Uptown,,Paid Parking,240,47.61983396,-122.35741728
68550,W JOHN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,S,5,Uptown,,Paid Parking,240,47.61971607,-122.35741848
45973,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,N,7,Uptown,,Paid Parking,240,47.62466659,-122.3586498
45974,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,S,5,Uptown,,Paid Parking,240,47.6245103,-122.35864292
91725,W MERCER ST BETWEEN 2ND AVE W AND 3RD AVE W,N,9,Uptown,,Paid Parking,240,47.62465569,-122.35997218
91726,W MERCER ST BETWEEN 2ND AVE W AND 3RD AVE W,S,2,Uptown,,Restricted Parking Zone,120,47.62453507,-122.35997347
23781,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,3,Uptown,,Paid Parking,120,47.62466482,-122.35737196
23782,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,S,3,Uptown,,Paid Parking,120,47.62450573,-122.35734892
59009,WOODLAWN AVE NE BETWEEN 2ND S AVE NE AND 4TH S AVE NE,N,2,Green Lake,,Paid Parking,120,47.6777611,-122.32672656
81649,WOODLAWN AVE NE BETWEEN 5TH AVE NE AND NE RAVENNA EB BV,NW,2,Green Lake,,Paid Parking,120,47.6785868,-122.32522233
36313,WOODLAWN AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,W,6,Green Lake,,Paid Parking,120,47.68015976,-122.32468599
59013,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,SW,7,Green Lake,,Paid Parking,120,47.6808223,-122.32498613
59014,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,NE,6,Green Lake,,Paid Parking,120,47.68087064,-122.32484934
36309,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,W,6,Green Lake,,Paid Parking,120,47.67943865,-122.32470812
36310,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,E,5,Green Lake,,Paid Parking,120,47.67943566,-122.32455851
46082,W REPUBLICAN ST BETWEEN 1ST AVE W AND 2ND AVE W,S,8,Uptown,,Paid Parking,240,47.62324243,-122.35868143
23877,W REPUBLICAN ST BETWEEN 2ND AVE W AND 3RD AVE W,N,4,Uptown,,Restricted Parking Zone,240,47.6233236,-122.35998297
23878,W REPUBLICAN ST BETWEEN 2ND AVE W AND 3RD AVE W,S,4,Uptown,,Restricted Parking Zone,240,47.62325233,-122.35998351
23873,W REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,5,Uptown,,Paid Parking,120,47.62333949,-122.35739479
23874,W REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,S,4,Uptown,,Paid Parking,120,47.62321888,-122.35739975
91829,W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,N,4,Uptown,,Paid Parking,240,47.62578127,-122.35863819
23881,W ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,6,Uptown,,Paid Parking,240,47.62577671,-122.35741855
23937,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,N,9,Uptown,,Paid Parking,240,47.62098407,-122.35869454
23938,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,S,8,Uptown,,Paid Parking,240,47.62091279,-122.35869505
91893,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,N,7,Uptown,,Paid Parking,240,47.62098878,-122.35999964
91894,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,S,7,Uptown,,Paid Parking,240,47.6209175,-122.36000025
91897,W THOMAS ST BETWEEN 3RD AVE W AND ELLIOTT N AVE W,N,2,Uptown,,Paid Parking,240,47.62099414,-122.36096559
91898,W THOMAS ST BETWEEN 3RD AVE W AND ELLIOTT N AVE W,S,1,Uptown,,Paid Parking,240,47.62092287,-122.36096698
68829,W THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,6,Uptown,,Paid Parking,240,47.62097928,-122.3573892
81685,YALE AVE BETWEEN HOWELL ST AND STEWART ST,SW,5,Denny Triangle,North,Paid Parking,240,47.61784105,-122.33040332
81686,YALE AVE BETWEEN HOWELL ST AND STEWART ST,NE,9,Denny Triangle,North,Paid Parking,240,47.61792977,-122.33028852
59038,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,10,South Lake Union,South,Paid Parking,120,47.62254634,-122.3303386
13793,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,W,11,South Lake Union,South,Paid Parking,120,47.62025648,-122.33049346
13794,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,E,8,South Lake Union,South,Paid Parking,120,47.62024049,-122.33031902
13798,YALE AVE N BETWEEN MERCER ST AND DEAD END 1,E,8,South Lake Union,South,Restricted Parking Zone,120,47.62465974,-122.3304927
59041,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,16,South Lake Union,South,Paid Parking,600,47.62369625,-122.33052061
59042,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,E,10,South Lake Union,South,Paid Parking,600,47.62369826,-122.33035437
13789,YALE AVE N BETWEEN STEWART ST AND JOHN ST,W,8,South Lake Union,South,Paid Parking,120,47.61922926,-122.33048815
13790,YALE AVE N BETWEEN STEWART ST AND JOHN ST,E,3,South Lake Union,South,Paid Parking,120,47.61923507,-122.3303422
81694,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,E,9,South Lake Union,South,Paid Parking,120,47.62139895,-122.33033703
59045,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,W,7,South Lake Union,North,Paid Parking,120,47.62641488,-122.33093328
36362,YESLER WAY BETWEEN 8TH AVE AND BROADWAY,S,3,First Hill,,Paid Parking,120,47.60164437,-122.32160244
59058,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,S,6,Pioneer Square,Core,Paid Parking,120,47.60165556,-122.33344092
59062,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,S,3,Pioneer Square,Core,Paid Parking,120,47.60165661,-122.33240274
36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,16,Commercial Core,Financial,Paid Parking,120,47.60176899,-122.32758439
36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,24,Commercial Core,Financial,Paid Parking,120,47.60165816,-122.32775122
13810,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,S,2,Pioneer Square,Edge,Paid Parking,120,47.60167339,-122.33524263
46246,1ST AVE BETWEEN UNION ST AND PIKE ST,NE,3,Commercial Core,Retail,Paid Parking,120,47.60837485,-122.33948143
71574,24TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,E,1,Ballard,Edge,Paid Parking,240,47.66983204,-122.38746554
2785,2ND AVE BETWEEN CEDAR ST AND CLAY ST,SW,6,Belltown,North,Paid Parking,240,47.61666366,-122.35027481
70730,2ND AVE BETWEEN MARION ST AND MADISON ST,NE,3,Commercial Core,Financial,Paid Parking,120,47.60483804,-122.3346924
70737,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,6,Commercial Core,Retail,Paid Parking,120,47.6068887,-122.33685434
47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,4,Commercial Core,Financial,Paid Parking,120,47.60626322,-122.33601514
48081,2ND AVE W BETWEEN W MERCER ST AND W ROY ST,W,4,Uptown,,Restricted Parking Zone,240,47.6251721,-122.35941045
76034,7TH AVE BETWEEN JAMES ST AND CHERRY ST,NE,6,First Hill,,Restricted Parking Zone,120,47.6050118,-122.32722382
76038,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,NE,6,First Hill,,Paid Parking,120,47.60718833,-122.32922007
8369,8TH AVE BETWEEN JAMES ST AND CHERRY ST,SW,3,First Hill,,Paid Parking,120,47.60543069,-122.32627615
8618,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,2,Denny Triangle,North,Paid Parking,240,47.61604516,-122.33503151
77126,BELL ST BETWEEN 6TH AVE AND 7TH AVE,SE,5,Denny Triangle,North,Paid Parking,240,47.61701942,-122.34168549
77266,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,E,2,South Lake Union,South,Paid Parking,120,47.61912006,-122.33574965
54609,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,SW,8,First Hill,,Restricted Parking Zone,120,47.61250368,-122.32353318
32262,BROADWAY BETWEEN MARION ST AND MADISON ST,E,3,First Hill,,Paid Parking,120,47.61063958,-122.32064974
32466,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,SE,4,First Hill,,Restricted Parking Zone,120,47.60553137,-122.32700515
32849,DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,N,5,South Lake Union,South,Paid Parking,120,47.61857744,-122.32979337
10165,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,W,9,South Lake Union,North,Paid Parking,600,47.6273401,-122.32936627
120102,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,W,10,South Lake Union,North,Paid Parking,600,47.62823632,-122.32938631
14601,E NELSON PL BETWEEN EASTLAKE AVE E AND DEAD END,NE,3,South Lake Union,North,Paid Parking,600,47.63047675,-122.32724705
14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,7,Pike-Pine,,Paid Parking,120,47.61417039,-122.31748749
55622,FAIRVIEW AVE E BETWEEN E GARFIELD ST AND E BLAINE ST,E,4,South Lake Union,North,Paid Parking,240,47.63436135,-122.32687003
33566,HARVARD AVE BETWEEN E OLIVE ST AND E HOWELL ST,E,1,Capitol Hill,South,Paid Parking,30,47.61694224,-122.32205635
11018,HUBBELL PL BETWEEN UNIVERSITY ST AND 9TH AVE,E,13,First Hill,,Paid Parking,120,47.61057752,-122.33064935
34293,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,NW,3,Commercial Core,Waterfront,Paid Parking,120,47.60339811,-122.33714332
130793,MERCER NR ST BETWEEN 8TH AVE N AND 9TH AVE N,N,7,South Lake Union,South,Paid Parking,600,47.62467469,-122.34044917
34386,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,S,4,South Lake Union,South,Paid Parking,600,47.62445789,-122.34041685
57201,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,W,12,South Lake Union,North,Paid Parking,600,47.62552645,-122.33266709
57202,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,E,9,South Lake Union,North,Paid Parking,600,47.62554339,-122.33246437
136322,NE PACIFIC ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,N,7,University District,Core,Paid Parking,120,47.6536477,-122.31388092
19485,NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,N,10,Ballard,Edge,Paid Parking,240,47.66875638,-122.38095916
12034,OCCIDENTAL AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,E,7,Pioneer Square,Edge,Paid Parking,30,47.59388824,-122.33311897
12682,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,9,South Lake Union,North,Paid Parking,600,47.62507204,-122.33344568
64397,S ALASKA ST BETWEEN RAINIER AVE S AND 38TH AVE S,N,16,Columbia City,,Paid Parking,240,47.56078016,-122.28596839
64398,S ALASKA ST BETWEEN RAINIER AVE S AND 38TH AVE S,S,9,Columbia City,,Paid Parking,240,47.56070888,-122.28596885
43197,S MAIN ST BETWEEN 4TH AVE S AND 5TH AVE S,N,4,Chinatown/ID,,Paid Parking,120,47.60010355,-122.32828771
12953,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,9,First Hill,,Restricted Parking Zone,120,47.61203512,-122.32463043
35837,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,W,14,University District,Core,Paid Parking,120,47.65443374,-122.31339781
35889,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,N,7,South Lake Union,North,Paid Parking,120,47.62602813,-122.33168043
36157,WESTLAKE EAST RDWY AVE N BETWEEN ALOHA ST AND WESTLAKE SHORE RDWY AVE N,SW,34,Westlake Ave N,South,Restricted Parking Zone,240,47.62803577,-122.34014157
36158,WESTLAKE EAST RDWY AVE N BETWEEN ALOHA ST AND WESTLAKE SHORE RDWY AVE N,NE,20,Westlake Ave N,South,Restricted Parking Zone,240,47.62805954,-122.33990897
58845,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,W,19,Westlake Ave N,North,Restricted Parking Zone,120,47.63495743,-122.34031392
58846,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,E,18,Westlake Ave N,North,Restricted Parking Zone,120,47.63494837,-122.34009418
120173,WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,W,53,Westlake Ave N,South,Restricted Parking Zone,4320,47.63168412,-122.34086229
120175,WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,E,37,Westlake Ave N,South,Restricted Parking Zone,4320,47.63170456,-122.34064728
36161,WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,W,54,Westlake Ave N,North,Restricted Parking Zone,4320,47.6388222,-122.34112579
36162,WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,E,45,Westlake Ave N,North,Restricted Parking Zone,120,47.63886884,-122.34089136
13577,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,W,32,Westlake Ave N,North,Restricted Parking Zone,4320,47.63302149,-122.34057928
120527,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,E,20,Westlake Ave N,North,Restricted Parking Zone,120,47.63295157,-122.34038186
81509,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,W,32,Westlake Ave N,South,Restricted Parking Zone,4320,47.63034367,-122.3408672
81510,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,E,15,Westlake Ave N,South,Restricted Parking Zone,4320,47.63029778,-122.34065374
120198,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,W,49,Westlake Ave N,North,Restricted Parking Zone,120,47.6358349,-122.3403328
120200,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,E,44,Westlake Ave N,North,Restricted Parking Zone,120,47.63583426,-122.34011376
13581,WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,W,19,Westlake Ave N,North,Restricted Parking Zone,4320,47.63677055,-122.34033633
13582,WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,E,16,Westlake Ave N,North,Restricted Parking Zone,120,47.63674704,-122.34009971
120178,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,W,19,Westlake Ave N,North,Restricted Parking Zone,4320,47.63376436,-122.34036279
120180,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,E,19,Westlake Ave N,North,Restricted Parking Zone,120,47.63374548,-122.34014278
120220,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,W,22,Westlake Ave N,North,Restricted Parking Zone,4320,47.63435055,-122.34029283
120222,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,E,13,Westlake Ave N,North,Restricted Parking Zone,120,47.63428323,-122.34008235
120238,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,W,38,Westlake Ave N,North,Restricted Parking Zone,4320,47.63756956,-122.34047104
120240,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,E,11,Westlake Ave N,North,Restricted Parking Zone,120,47.63760431,-122.34023315
120164,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,W,41,Westlake Ave N,South,Restricted Parking Zone,240,47.62911916,-122.34080703
120166,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,E,31,Westlake Ave N,South,Restricted Parking Zone,240,47.62915106,-122.34059261
91826,W REPUBLICAN ST BETWEEN 3RD AVE W AND 4TH AVE W,S,1,Uptown,,Restricted Parking Zone,120,47.62325752,-122.36128949
47958,2ND AVE BETWEEN JAMES ST AND CHERRY ST,NE,2,Pioneer Square,Core,Paid Parking,120,47.60269033,-122.332714
6357,4TH AVE W BETWEEN ELLIOTT AVE W AND W HARRISON ST,W,2,Uptown,,Paid Parking,240,47.62185267,-122.36200837
7266,5TH AVE BETWEEN TAYLOR AVE AND DENNY WAY,NE,2,Belltown,North,Paid Parking,240,47.61838379,-122.34690635
8370,8TH AVE BETWEEN JAMES ST AND CHERRY ST,NE,8,First Hill,,Restricted Parking Zone,120,47.60549559,-122.32612102
8382,8TH AVE BETWEEN MARION ST AND MADISON ST,NE,3,First Hill,,Paid Parking,120,47.60759861,-122.32806872
76405,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,SW,3,First Hill,,Restricted Parking Zone,120,47.60730393,-122.32646922
134964,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,W,4,South Lake Union,North,Paid Parking,120,47.62930446,-122.34241685
10153,EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,W,9,South Lake Union,South,Paid Parking,120,47.6213762,-122.32922659
59166,E CHERRY ST BETWEEN BROADWAY AND DEAD END,S,3,First Hill,,Paid Parking,120,47.60799308,-122.32002768
55638,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,E,10,South Lake Union,South,Paid Parking,600,47.62139099,-122.33418976
35417,SENECA ST BETWEEN 2ND AVE AND 3RD AVE,NW,4,Commercial Core,Retail,Paid Parking,120,47.60688102,-122.33590565
35825,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,NW,7,First Hill,,Restricted Parking Zone,120,47.6112925,-122.32769663
13509,WESTERN AVE BETWEEN MARION ST AND MADISON ST,SW,2,Commercial Core,Waterfront,Paid Parking,120,47.60385671,-122.33712127
55486,ELLIOTT AVE BETWEEN BAY ST AND W DENNY WAY,NE,4,Belltown,North,Paid Parking,30,47.61795877,-122.35741674
58414,TERRY AVE BETWEEN MARION ST AND MADISON ST,NE,2,First Hill,,Paid Parking,120,47.60855364,-122.32583857
8373,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,2,First Hill,,Restricted Parking Zone,120,47.60613272,-122.32690423
78126,ELLIOTT AVE W BETWEEN W DENNY WAY AND ELLIOTT ER AVE W,NE,1,Uptown,,Paid Parking,30,47.61931383,-122.35917764
48130,2ND AV ET S BETWEEN S WASHINGTON ST AND YESLER WAY,NE,4,Pioneer Square,Edge,Paid Parking,120,47.60129649,-122.33145426
58437,LENNY WILKENS WAY BETWEEN 1ST AVE N AND WARREN AVE N,N,4,Uptown,,Paid Parking,240,47.62096903,-122.35478284
57898,ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,E,4,University District,Edge,Paid Parking,240,47.65889386,-122.31768524
