source_element_key,blockface,side,capacity,area,subarea,category,time_limit_min,lat,lng
87257,NW MARKET ST BETWEEN RUSSELL AVE NW AND LEARY AVE NW,N,8,Ballard,Core,Paid Parking,120,47.66875978,-122.38387385
87258,NW MARKET ST BETWEEN RUSSELL AVE NW AND LEARY AVE NW,S,6,Ballard,Core,Paid Parking,120,47.66859529,-122.38387421
87285,NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,NW,5,Ballard,Edge,Paid Parking,240,47.66618443,-122.38369567
87286,NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,SE,8,Ballard,Edge,Paid Parking,240,47.66609158,-122.38361562
87281,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,NW,8,Ballard,Edge,Paid Parking,240,47.6666511,-122.38286642
87282,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,SE,4,Ballard,Edge,Paid Parking,240,47.66656144,-122.38276599
57353,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,W,7,Pioneer Square,Edge,Paid Parking,120,47.59872593,-122.33297326
57354,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,E,4,Pioneer Square,Edge,Paid Parking,120,47.59872563,-122.33278682
80001,OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,W,7,Pioneer Square,Edge,Paid Parking,120,47.59675354,-122.33338994
80002,OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,E,4,Pioneer Square,Edge,Paid Parking,30,47.59675299,-122.33312244
57349,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,W,7,Pioneer Square,Core,Paid Parking,120,47.60129311,-122.33296847
57350,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,E,4,Pioneer Square,Core,Paid Parking,120,47.60129281,-122.33278201
12046,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,SE,4,Commercial Core,Retail,Paid Parking,120,47.61189714,-122.33901686
57377,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,NW,5,Commercial Core,Retail,Paid Parking,120,47.61248557,-122.33802771
34661,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,NW,4,Commercial Core,Retail,Paid Parking,120,47.61294182,-122.33693274
80017,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,NW,4,Commercial Core,Retail,Paid Parking,120,47.61341115,-122.33581204
80021,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,NW,5,Commercial Core,Retail,Paid Parking,120,47.61387948,-122.3346818
80025,OLIVE WAY BETWEEN 9TH AVE AND TERRY AVE,NW,6,Denny Triangle,North,Paid Parking,120,47.6148061,-122.33244613
34837,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,NW,3,Commercial Core,Retail,Paid Parking,120,47.61050049,-122.33621419
34838,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,SE,1,Commercial Core,Retail,Paid Parking,120,47.61039683,-122.33607667
80185,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,NW,4,Pike-Pine,,Paid Parking,120,47.6137818,-122.32836673
57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,6,Pike-Pine,,Paid Parking,120,47.61316149,-122.32941032
80221,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,NW,3,Pike-Pine,,Paid Parking,120,47.61511041,-122.32833633
80222,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,SE,3,Pike-Pine,,Paid Parking,120,47.61502207,-122.32824671
80198,PINE ST BETWEEN PIKE PL AND POST AL,SE,2,Commercial Core,Waterfront,Paid Parking,120,47.6094665,-122.34155327
80202,PINE ST BETWEEN POST AL AND 1ST AVE,SE,2,Commercial Core,Waterfront,Paid Parking,120,47.60961649,-122.34119542
34885,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,15,South Lake Union,South,Paid Parking,600,47.62251895,-122.33181611
34877,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,W,9,South Lake Union,South,Paid Parking,600,47.62024096,-122.33180157
34878,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,E,7,South Lake Union,South,Paid Parking,600,47.62024023,-122.33157855
34890,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,E,3,South Lake Union,South,Restricted Parking Zone,120,47.62451506,-122.3316418
57549,PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,10,South Lake Union,South,Paid Parking,600,47.62370101,-122.33182337
57550,PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,E,8,South Lake Union,South,Paid Parking,600,47.62367967,-122.33162048
34881,PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,W,12,South Lake Union,South,Paid Parking,600,47.62139227,-122.33182921
12237,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,SW,7,Pioneer Square,Edge,Paid Parking,120,47.60242211,-122.3350486
12238,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,NE,8,Pioneer Square,Edge,Paid Parking,120,47.60244125,-122.33493291
57574,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,SW,5,Pioneer Square,Edge,Paid Parking,120,47.60133244,-122.32957293
12282,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,E,10,Uptown,,Paid Parking,240,47.61918294,-122.35665021
12285,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,13,Uptown,,Paid Parking,240,47.62267511,-122.35680987
80273,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,W,14,Uptown,,Paid Parking,240,47.62035603,-122.35682373
80274,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,E,10,Uptown,,Paid Parking,240,47.62035414,-122.35666155
12289,QUEEN ANNE AVE N BETWEEN MERCER ST AND ROY ST,W,5,Uptown,,Paid Parking,120,47.62505307,-122.35681114
12290,QUEEN ANNE AVE N BETWEEN MERCER ST AND ROY ST,E,4,Uptown,,Paid Parking,120,47.62501138,-122.35660058
34937,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,4,Uptown,,Paid Parking,120,47.62391792,-122.35680791
80277,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,W,8,Uptown,,Paid Parking,240,47.62150584,-122.35681515
35021,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,W,7,Columbia City,,Paid Parking,120,47.55827383,-122.28538146
35022,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,E,5,Columbia City,,Paid Parking,120,47.55826939,-122.28512286
12401,RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,W,4,Columbia City,,Paid Parking,120,47.55747782,-122.2849609
12402,RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,E,2,Columbia City,,Paid Parking,120,47.55746407,-122.28470967
12405,RAINIER AVE S BETWEEN S HUDSON ST AND 39TH N AVE S,NE,9,Columbia City,,Paid Parking,120,47.55648615,-122.2840202
12406,RAINIER AVE S BETWEEN S HUDSON ST AND 39TH N AVE S,SW,10,Columbia City,,Paid Parking,120,47.55641947,-122.2841793
80537,REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,N,6,Uptown,,Paid Parking,240,47.62333764,-122.35475321
80538,REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,S,4,Uptown,,Paid Parking,240,47.62319221,-122.35471799
80545,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,N,5,South Lake Union,South,Paid Parking,120,47.62328513,-122.34042507
80550,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,7,South Lake Union,South,Paid Parking,120,47.62315969,-122.33914163
12545,REPUBLICAN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,N,7,South Lake Union,South,Paid Parking,120,47.6232647,-122.33509668
12546,REPUBLICAN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,5,South Lake Union,South,Paid Parking,120,47.62313865,-122.33511002
12537,REPUBLICAN ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,6,South Lake Union,South,Paid Parking,120,47.62327882,-122.34168168
12538,REPUBLICAN ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,4,South Lake Union,South,Paid Parking,120,47.62315819,-122.34167861
12549,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,N,3,South Lake Union,South,Paid Parking,120,47.62318464,-122.33362709
12550,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,4,South Lake Union,South,Paid Parking,120,47.62306687,-122.3336516
80553,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,3,South Lake Union,South,Restricted Parking Zone,120,47.62317542,-122.33233929
80554,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,6,South Lake Union,South,Restricted Parking Zone,120,47.62306574,-122.33234469
35201,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N,N,7,South Lake Union,South,Restricted Parking Zone,120,47.62318987,-122.33109516
35202,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,7,South Lake Union,South,Paid Parking,120,47.62305276,-122.33110643
57861,REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,N,3,Uptown,,Paid Parking,120,47.62334257,-122.35603229
35197,REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,N,8,South Lake Union,South,Paid Parking,120,47.62326784,-122.33651591
35198,REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,S,3,South Lake Union,South,Paid Parking,120,47.62313632,-122.33653521
12541,REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,N,5,South Lake Union,South,Paid Parking,120,47.62326711,-122.33778176
12542,REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,5,South Lake Union,South,Paid Parking,120,47.62314648,-122.3377827
80570,ROOSEVELT WAY NE BETWEEN NE 42ND S ST AND NE 42ND N ST,E,7,University District,Edge,Paid Parking,240,47.65792032,-122.31771051
35237,ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,W,6,University District,Edge,Paid Parking,240,47.66054298,-122.31780478
35242,ROOSEVELT WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,E,14,University District,Edge,Paid Parking,240,47.66223912,-122.31736467
57902,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,E,14,University District,Edge,Paid Parking,240,47.66400658,-122.31732455
80594,ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,E,10,Roosevelt,,Paid Parking,240,47.6745558,-122.31728206
57914,ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,E,8,Roosevelt,,Paid Parking,240,47.67538932,-122.31727794
80641,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,N,10,Uptown,,Paid Parking,240,47.62551026,-122.35477396
35333,ROY ST BETWEEN 2ND AVE N AND 3RD AVE N,N,4,Uptown,,Paid Parking,240,47.62550049,-122.35214623
35337,ROY ST BETWEEN 4TH AVE N AND 5TH AVE N,N,2,Uptown,,Paid Parking,240,47.62548581,-122.34823901
80650,ROY ST BETWEEN 5TH AVE N AND TAYLOR AVE N,S,5,Uptown,,Paid Parking,240,47.6253791,-122.34683149
35345,ROY ST BETWEEN 6TH AVE N AND AURORA AVE N,N,5,Uptown,,Paid Parking,240,47.62545441,-122.34429001
12685,ROY ST BETWEEN DEAD END AND EASTLAKE AVE E,N,6,South Lake Union,South,Paid Parking,600,47.62515553,-122.32969155
80645,ROY ST BETWEEN NOB HILL AVE N AND 4TH AVE N,N,9,Uptown,,Paid Parking,240,47.62549076,-122.3495519
35341,ROY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,N,4,Uptown,,Paid Parking,240,47.62546489,-122.34557979
35342,ROY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,S,4,Uptown,,Paid Parking,240,47.6253662,-122.3455806
12673,ROY ST BETWEEN WARREN AVE N AND 2ND AVE N,N,6,Uptown,,Paid Parking,240,47.62550548,-122.35349227
80657,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,SW,9,Ballard,Edge,Paid Parking,240,47.66821371,-122.38270588
80658,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,NE,15,Ballard,Edge,Paid Parking,240,47.66839189,-122.38264096
42478,S EDMUNDS ST BETWEEN 37TH AVE S AND RAINIER AVE S,S,2,Columbia City,,Paid Parking,120,47.55860216,-122.28579473
20138,S EDMUNDS ST BETWEEN RAINIER AVE S AND 39TH AVE S,S,25,Columbia City,,Paid Parking,120,47.55861759,-122.28445727
58077,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,NW,5,Commercial Core,Retail,Paid Parking,120,47.60640669,-122.33703997
58078,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,SE,3,Commercial Core,Retail,Paid Parking,120,47.6063023,-122.33693505
35421,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,NW,3,Commercial Core,Retail,Paid Parking,120,47.60734541,-122.33481891
35422,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,SE,6,Commercial Core,Retail,Paid Parking,120,47.60723119,-122.33471437
58081,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,NW,11,Commercial Core,Retail,Paid Parking,120,47.60825757,-122.33263214
35429,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,NW,6,First Hill,,Paid Parking,120,47.60968103,-122.32922971
35430,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,SE,5,First Hill,,Paid Parking,120,47.60954538,-122.32918411
35433,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,NW,3,First Hill,,Paid Parking,120,47.61013569,-122.32815042
35434,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,SE,5,First Hill,,Paid Parking,120,47.610029,-122.32804329
12765,SENECA ST BETWEEN ALASKAN WAY AND WESTERN AVE,NW,8,Commercial Core,Waterfront,Paid Parking,120,47.60556775,-122.33904224
58085,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,NW,3,First Hill,,Restricted Parking Zone,120,47.61107791,-122.32591296
58086,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,SE,4,First Hill,,Paid Parking,120,47.61096366,-122.32580847
35437,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,NW,4,First Hill,,Restricted Parking Zone,120,47.61245254,-122.32258678
35438,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SE,3,First Hill,,Paid Parking,120,47.61236006,-122.32245377
80745,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,NW,4,First Hill,,Paid Parking,120,47.61151365,-122.32480955
80746,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,7,First Hill,,Restricted Parking Zone,120,47.6114064,-122.32471144
12769,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,NW,8,First Hill,,Restricted Parking Zone,120,47.61199602,-122.32371785
12770,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,SE,6,First Hill,,Paid Parking,120,47.61186616,-122.32359673
80741,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,NW,6,First Hill,,Restricted Parking Zone,120,47.61059363,-122.32704785
80742,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,SE,9,First Hill,,Paid Parking,120,47.61045314,-122.3269907
80730,SENECA ST BETWEEN WESTERN AVE AND POST AVE,SE,3,Commercial Core,Waterfront,Paid Parking,120,47.60572997,-122.33831778
20185,S FERDINAND ST BETWEEN 37TH AVE S AND RAINIER AVE S,N,5,Columbia City,,Paid Parking,120,47.55791308,-122.28559303
20186,S FERDINAND ST BETWEEN 37TH AVE S AND RAINIER AVE S,S,2,Columbia City,,Paid Parking,120,47.5577952,-122.28559368
65041,S FERDINAND ST BETWEEN RAINIER AVE S AND 39TH AVE S,N,6,Columbia City,,Paid Parking,120,47.55790396,-122.28422835
65042,S FERDINAND ST BETWEEN RAINIER AVE S AND 39TH AVE S,S,13,Columbia City,,Paid Parking,120,47.55779695,-122.28419469
88477,S HUDSON ST BETWEEN 37TH AVE S AND RAINIER AVE S,N,6,Columbia City,,Paid Parking,120,47.55707871,-122.28538671
88478,S HUDSON ST BETWEEN 37TH AVE S AND RAINIER AVE S,S,8,Columbia City,,Paid Parking,120,47.55700743,-122.28538711
88546,S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,1,Chinatown/ID,,Paid Parking,120,47.59910134,-122.32573848
65545,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,N,7,Pioneer Square,Edge,Paid Parking,120,47.59926347,-122.33481763
65546,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,8,Pioneer Square,Edge,Paid Parking,120,47.59913739,-122.33483627
42961,S JACKSON ST BETWEEN MAYNARD AVE S AND 7TH AVE S,N,5,Chinatown/ID,,Paid Parking,120,47.5992802,-122.32443261
42962,S JACKSON ST BETWEEN MAYNARD AVE S AND 7TH AVE S,S,2,Chinatown/ID,,Paid Parking,120,47.59910748,-122.32442919
43054,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,S,6,Pioneer Square,Edge,Paid Parking,120,47.59822243,-122.3337043
88629,S KING ST BETWEEN 2ND AVE S AND 3RD AVE S,N,14,Pioneer Square,Edge,Paid Parking,120,47.59835951,-122.33097862
88630,S KING ST BETWEEN 2ND AVE S AND 3RD AVE S,S,5,Pioneer Square,Edge,Paid Parking,120,47.59821987,-122.33103074
43057,S KING ST BETWEEN 5TH AVE S AND 6TH AVE S,N,6,Chinatown/ID,,Paid Parking,120,47.59841242,-122.32701506
43058,S KING ST BETWEEN 5TH AVE S AND 6TH AVE S,S,5,Chinatown/ID,,Paid Parking,120,47.59829729,-122.32702152
88633,S KING ST BETWEEN 6TH AVE S AND MAYNARD AVE S,N,9,Chinatown/ID,,Paid Parking,120,47.59841041,-122.32569693
88634,S KING ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,7,Chinatown/ID,,Paid Parking,120,47.59829528,-122.32570336
20845,S KING ST BETWEEN 7TH AVE S AND CANTON AL S,N,4,Chinatown/ID,,Paid Parking,120,47.59841161,-122.32338347
20846,S KING ST BETWEEN 7TH AVE S AND CANTON AL S,S,2,Chinatown/ID,,Paid Parking,120,47.5982855,-122.32338342
20834,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,7,Pioneer Square,Edge,Paid Parking,120,47.59821882,-122.33481248
120403,S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,S,3,Chinatown/ID,,Paid Parking,120,47.59829003,-122.32415754
123744,S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,N,4,Chinatown/ID,,Paid Parking,120,47.59841065,-122.32415721
20837,S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,N,6,Pioneer Square,Edge,Paid Parking,120,47.59835727,-122.33226733
20838,S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,S,8,Pioneer Square,Edge,Paid Parking,120,47.59822563,-122.33223546
43118,S LANE ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,6,Chinatown/ID,,Paid Parking,120,47.59660677,-122.32571811
43121,S LANE ST BETWEEN MAYNARD AVE S AND 7TH AVE S,N,9,Chinatown/ID,,Paid Parking,120,47.5967445,-122.32438225
65805,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,N,6,Pioneer Square,Core,Paid Parking,120,47.60011123,-122.33287494
65806,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,S,9,Pioneer Square,Core,Paid Parking,120,47.59997416,-122.3328753
43193,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,N,4,Pioneer Square,Edge,Paid Parking,120,47.60010473,-122.33111008
65809,S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S,N,2,Pioneer Square,Edge,Paid Parking,120,47.60011043,-122.32963229
65813,S MAIN ST BETWEEN 5TH AVE S AND 6TH AVE S,N,4,Chinatown/ID,,Paid Parking,120,47.60010703,-122.32697154
65814,S MAIN ST BETWEEN 5TH AVE S AND 6TH AVE S,S,5,Chinatown/ID,,Paid Parking,120,47.59996448,-122.32697606
88773,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,N,12,Chinatown/ID,,Paid Parking,120,47.60010775,-122.32566607
88774,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,8,Chinatown/ID,,Paid Parking,120,47.59996247,-122.32567868
65801,S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,N,6,Pioneer Square,Edge,Paid Parking,120,47.60010838,-122.33488613
65802,S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,4,Pioneer Square,Edge,Paid Parking,120,47.59998227,-122.33488656
65817,S MAIN ST BETWEEN MAYNARD AVE S AND 7TH AVE S,N,20,Chinatown/ID,,Paid Parking,120,47.60010568,-122.32440126
65818,S MAIN ST BETWEEN MAYNARD AVE S AND 7TH AVE S,S,7,Chinatown/ID,,Paid Parking,120,47.59994667,-122.32439984
58181,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,NW,7,First Hill,,Paid Parking,120,47.60847962,-122.32970457
58182,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,SE,4,First Hill,,Paid Parking,120,47.60839012,-122.32961798
58186,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,SE,8,First Hill,,Paid Parking,120,47.60883822,-122.3285232
80829,SPRING ST BETWEEN ALASKAN WAY AND WESTERN AVE,NW,2,Commercial Core,Waterfront,Paid Parking,120,47.60482919,-122.33844059
35501,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,NW,7,First Hill,,Restricted Parking Zone,120,47.61034248,-122.32523539
35502,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,SE,4,First Hill,,Restricted Parking Zone,120,47.61025244,-122.3251578
35505,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,NW,5,First Hill,,Paid Parking,120,47.61172442,-122.32193846
35506,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SE,4,First Hill,,Paid Parking,120,47.61163295,-122.3218643
58197,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,NW,8,First Hill,,Restricted Parking Zone,120,47.61080097,-122.32416226
58198,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,6,First Hill,,Restricted Parking Zone,120,47.61069711,-122.32407916
80841,SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,NW,6,First Hill,,Paid Parking,120,47.61126475,-122.32303774
80842,SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,SE,8,First Hill,,Paid Parking,120,47.61116914,-122.32295033
58193,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,NW,4,First Hill,,Paid Parking,120,47.6098468,-122.32643589
58194,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,SE,7,First Hill,,Restricted Parking Zone,120,47.60977296,-122.32630418
12874,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,SE,6,Commercial Core,Retail,Paid Parking,120,47.61059687,-122.34081375
12878,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,SE,3,Commercial Core,Retail,Paid Parking,120,47.61126224,-122.33994252
80881,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,NW,4,Belltown,South,Paid Parking,120,47.61267196,-122.33838365
80882,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,SE,7,Belltown,South,Paid Parking,120,47.61259253,-122.33820631
35525,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,NW,6,Denny Triangle,South,Paid Parking,120,47.61400074,-122.33666037
35526,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,SE,4,Denny Triangle,South,Paid Parking,120,47.61390233,-122.33652911
58222,STEWART ST BETWEEN 7TH AVE AND 8TH AVE,SE,7,Denny Triangle,South,Paid Parking,120,47.61456869,-122.33566247
80889,STEWART ST BETWEEN 8TH AVE AND 9TH AVE,NW,6,Denny Triangle,North,Paid Parking,240,47.61534249,-122.33493627
80890,STEWART ST BETWEEN 8TH AVE AND 9TH AVE,SE,10,Denny Triangle,North,Paid Parking,240,47.61522576,-122.33481256
80893,STEWART ST BETWEEN 9TH AVE AND TERRY AVE,NW,4,Denny Triangle,North,Paid Parking,240,47.61599014,-122.33409844
80894,STEWART ST BETWEEN 9TH AVE AND TERRY AVE,SE,6,Denny Triangle,North,Paid Parking,240,47.61590837,-122.33392949
58225,STEWART ST BETWEEN BOREN AVE AND MINOR AVE,NW,5,Denny Triangle,North,Paid Parking,240,47.61732776,-122.3323523
58226,STEWART ST BETWEEN BOREN AVE AND MINOR AVE,SE,7,Denny Triangle,North,Paid Parking,240,47.6172401,-122.33220713
35530,STEWART ST BETWEEN MINOR AVE AND YALE AVE,SE,7,Denny Triangle,North,Paid Parking,240,47.61789756,-122.33135135
80878,STEWART ST BETWEEN PIKE PL AND POST AL,SE,4,Commercial Core,Waterfront,Paid Parking,120,47.60978392,-122.34189906
12869,STEWART ST BETWEEN POST AL AND 1ST AVE,NW,5,Commercial Core,Waterfront,Paid Parking,120,47.61012337,-122.341665
12885,STEWART ST BETWEEN TERRY AVE AND BOREN AVE,NW,5,Denny Triangle,North,Paid Parking,240,47.61665383,-122.33321852
12886,STEWART ST BETWEEN TERRY AVE AND BOREN AVE,SE,6,Denny Triangle,North,Paid Parking,240,47.61653071,-122.33311921
80949,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,W,9,Pike-Pine,,Paid Parking,120,47.61467907,-122.32561509
80950,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,E,8,Pike-Pine,,Restricted Parking Zone,120,47.61467202,-122.32542038
80953,SUMMIT AVE BETWEEN E PINE ST AND E OLIVE ST,W,6,Capitol Hill,South,Restricted Parking Zone,120,47.61580147,-122.32564569
80954,SUMMIT AVE BETWEEN E PINE ST AND E OLIVE ST,E,8,Capitol Hill,South,Restricted Parking Zone,120,47.61579861,-122.32543075
58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,4,Pike-Pine,,Paid Parking,120,47.61352508,-122.32557881
12949,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,SW,8,First Hill,,Restricted Parking Zone,120,47.61061816,-122.32333449
12950,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,NE,8,First Hill,,Paid Parking,120,47.61067784,-122.3231841
12954,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,9,First Hill,,Restricted Parking Zone,120,47.61209744,-122.32449676
80945,SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,SW,6,First Hill,,Restricted Parking Zone,120,47.61130695,-122.32397401
80946,SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,NE,6,First Hill,,Paid Parking,120,47.61137505,-122.32382655
12957,SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,SW,5,First Hill,,Paid Parking,120,47.61267365,-122.32520538
43905,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,N,1,Pioneer Square,Core,Paid Parking,120,47.60095635,-122.33348247
43906,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,S,2,Pioneer Square,Core,Paid Parking,120,47.60081932,-122.33351818
21773,S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,N,7,Pioneer Square,Edge,Paid Parking,120,47.60094492,-122.32969194
