cosit,name,description,city,county,lat,lng,node,directionality,speedLimit
000001350305,135-0305,"I-85 S of I-85/I-985 Split, Suwanee",Suwanee,Gwinnett,34.037,-84.03914,GDOT_CCS,N,
000001350307,135-0307,"I-85 N of I-85/I-985 split, Lawrenceville",Lawrenceville,Gwinnett,34.04748,-84.02477,GDOT_CCS,N,
000001350563,135-0563,"Lenora Ch Rd N of Marigold Rd, Snellville",Snellville,Gwinnett,33.84142,-84.01158,GDOT_CCS,N,20117.0
000001356285,135-6285,"I-85 N of Pleasantdale Rd, ATL(SB-VOL)",Atlanta,Gwinnett,33.90865,-84.2286,GDOT_CCS,N,29058.0
000001356287,135-6287,I-85 btwn SR 141 & Indian Trail (A side box hit 3-19-23),Norcross,Gwinnett,33.922474,-84.188099,GDOT_CCS,N,31293.0
000001359200,135-9200,I-85 NB HOV to SR 316 EB - Ramp(RW-PAVED),,Gwinnett,33.96423,-84.09559,GDOT_CCS,N,24587.0
000001359427,135-9427,I-85 NB to SR316 EB - Ramp(RW-PAVED),,Gwinnett,33.96417,-84.09561,GDOT_CCS,N,24587.0
000001359528,135-9528,SR 316 WB TO I-85 SB - Ramp (Paved),,Gwinnett,33.96473,-84.0982,GDOT_CCS,W,31293.0
000001370152,137-0152,Old Hwy 441 E of SR385 Habersham Co.,Clarkesville,Habersham,34.66717,-83.43325,GDOT_CCS,N,20117.0
000001390183,139-0183,Atlanta Hwy S of Mtn View Dr Hall Co.,Gainesville,Hall,34.25648,-83.84635,GDOT_CCS,N,20117.0
000001390418,139-0418,I-985/SR419 S of SR369 Hall Co.,Gainesville,Hall,34.31154,-83.78785,GDOT_CCS,N,31293.0
000001390514,139-0514,"Elrod Rd N of SR136/Price Rd, Gainesville",Gainesville,Hall,34.38446,-83.9042,GDOT_CCS,N,20117.0
000001390532,139-0532,"White Sulphur Rd N of SR369, Gainesville (RETIRED)",Gainesville,Hall,34.320401,-83.793609,GDOT_CCS,E,
000001390587,139-0587,Industrial Blvd N of ATL Hwy,Gainesville,Hall,34.276867,-83.834371,GDOT_CCS,N,20117.0
000001430126,143-0126,I-20 Ala State line & SR100 (2/4L KLK),Tallapoosa,Haralson,33.680461,-85.301815,GDOT_CCS,E,31293.0
000001450234,145-0234,I-85/SR403 S of SR18 Harris Co. (CL/WIM OFF VOLONLY),West Point,Harris,32.866338,-85.16597,GDOT_CCS,N,31293.0
000001470287,147-0287,I-85 @ GA-SC Border(4/4L-KLK),Lavonia,Hart,34.47626,-83.05021,GDOT_CCS,N,31293.0
000001510404,151-0404,"I-75 btwn GA155 and SR20, Henry Co (SB-VOL)",McDonough,Henry,33.42027,-84.17237,GDOT_CCS,N,31293.0
000001510412,151-0412,I-75 S of I-675 @Walt Stephens Rd ,Stockbridge,Henry,33.51414,-84.24069,GDOT_CCS,N,31293.0
000001510446,151-0446,I-675 N of  I-75 @Clayton Co Line (Sensors Bad),Stockbridge,Henry,33.54858,-84.26871,GDOT_CCS,N,31293.0
000001530109,153-0109,SR96 E of Peach Blossom Rd,Bonaire,Houston,32.554343,-83.647596,GDOT_CCS,E,20117.0
000001530143,153-0143,Watson Blvd E of US-41/SR11 (Shoulder Work 7/15/24),Warner Robins,Houston,32.615112,-83.701106,GDOT_CCS,E,20117.0
000001530189,153-0189,US-129 N of Bargain Rd,Warner Robins,Houston,32.648366,-83.608887,GDOT_CCS,N,24587.0
000001530198,153-0198,I-75 N of SR26 Houston Co.,Perry,Houston,32.382908,-83.767931,GDOT_CCS,N,31293.0
000001530332,153-0332,N Houston Rd N of Watson Blvd,Warner Robins,Houston,32.624458,-83.641525,GDOT_CCS,N,20117.0
000001530361,153-0361,"Green St W of US129/SR247, Warner Robins (RETIRED)",Warner Robins,Houston,32.6291,-83.6081,GDOT_CCS,E,
000001530365,153-0365,CS 002415/Tabor Dr W of US129/SR247 @Francis St (RETIRED),Warner Robins,Houston,32.63853,-83.61513,GDOT_CCS,E,20117.0
000001570232,157-0232,"CR432/New Kings Br Rd E of US-129/SR15AL, Athens (RETIRED)",Athens,Jackson,34.0671,-83.4797,GDOT_CCS,E,
000001570300,157-0300,"I-85 N of SR211, Braselton",Braselton,Jackson,34.112411,-83.776823,GDOT_CCS,N,31293.0
000001610189,161-0189,US-23/SR19 W of Hazelhurst (2/4L-PLP)(Log route),Hazelhurst,Jeff Davis,31.88798,-82.604,GDOT_CCS,N,24587.0
000001650107,165-0107,"SR17 W of US-25/SR121 @Warren St, Millen, Jenkins Co",Millen,Jenkins,32.80375,-81.95299,GDOT_CCS,E,20117.0
000001710127,171-0127,"US-41/SR7 N of SR36 nr Liz Acres Rd, Barnesvle (RETIRED)",Barnesville,Lamar,33.0826,-84.171603,GDOT_CCS,N,
000001750038,175-0038,"US-80/GA19 W of Mathis Rd, Dudley",Dudley,Laurens,32.541395,-83.063906,GDOT_CCS,E,24587.0
000001750216,175-0216,"SR338 N of SR117 @Hampton Ln, Cadwell, ",Cadwell,Laurens,32.38605,-83.04571,GDOT_CCS,E,24587.0
000001750247,175-0247,I-16 E of SR338 (2/4L-KLK),Dublin,Laurens,32.51342,-83.0697,GDOT_CCS,E,31293.0
000001750254,175-0254,I-16 btwn SR19 & SR199 Laurens Co.,Dublin,Laurens,32.484883,-82.913445,GDOT_CCS,E,31293.0
000001750256,175-0256,I-16 @ Minten Tweed Rd Overpass MP 62.5,East Dublin,Laurens,32.45396,-82.75618,GDOT_CCS,E,31293.0
000001750269,175-0269,"CR525/Baker Church Rd W of US-319/441, Rentz",Rentz,Laurens,32.32296,-82.92376,GDOT_CCS,E,20117.0
000001770005,177-0005,"SR 3/Walnut Ave S of SR32/Main St, Leesburg",Leesburg,Lee,31.725718,-84.172169,GDOT_CCS,N,20117.0
000001770041,177-0041,US-82/SR520 btwn Terrell Co line & Cookville Rd CR228,Leesburg,Lee,31.67528,-84.29386,GDOT_CCS,E,29058.0
000001790018,179-0018,"US17/SR25 S of GA-196, Fleming, Liberty Co",Fleming,Liberty,31.85426,-81.40348,GDOT_CCS,N,24587.0
000001790072,179-0072,"US-84/SR-38 W of I-95, Midway, Liberty Co MP 20.7",Midway,Liberty,31.78358,-81.38738,GDOT_CCS,E,24587.0
000001850197,185-0197,"Oak St Ext/CR188 W of SR125 @Greyfield Pl, Valdsta (RETIRED)",Valdosta,Lowndes,30.89,-83.2759,GDOT_CCS,E,
000001850227,185-0227,I-75 @ FLA SL Lowndes Co (2/6L-KLK) (Paved),Lake Park,Lowndes,30.62671,-83.17308,GDOT_CCS,N,31293.0
000001850235,185-0235,I-75 Btwn US-84/US-221 & GA133 (Camera),Valdosta,Lowndes,30.83023,-83.32334,GDOT_CCS,N,31293.0
000001850395,185-0395,"N Oak St S of Eager Rd, Valdosta (RETIRED)",Valdosta,Lowndes,30.860947,-83.292449,GDOT_CCS,N,
000001857227,185-w227,"I-75 @FLA SL, WIM, Lowndes Co (RETIRED)",Lake Park,Lowndes,30.631245,-83.178004,GDOT_CCS,N,31293.0
000001870009,187-0009,"SR9,52 E of Bellamy PL.  Lumpkin Co.",Dahlonega,Lumpkin,34.52766,-83.993613,GDOT_CCS,E,20117.0
000001870067,187-0067,"US19/SR400 S of SR-60, (Sensor-Bad-Vol-8-10-23)",Dahlonega,Lumpkin,34.46553,-83.96928,GDOT_CCS,N,24587.0
000001910129,191-0129,SR-251 W of I-95 Macintosh Co.,Darien,McIntosh,31.401146,-81.453199,GDOT_CCS,N,20117.0
000001910174,191-0174,SR-57 W of I-95,Townsend,McIntosh,31.5366,-81.45418,GDOT_CCS,N,20117.0
000001910187,191-0187,I-95 N @Youngs Island Rd McIntosh Co.,Townsend,McIntosh,31.581464,-81.430849,GDOT_CCS,N,31293.0
000001930132,193-0132,"SR49 S of SR26, Oglethorpe (RETIRED)",Oglethorpe,Macon,32.253402,-84.085791,GDOT_CCS,N,
000001990312,199-0312,"I-85 N of E Main St, Meriwether County (4/4L-QLQ)",Hogansville,Meriwether,33.19094,-84.85015,GDOT_CCS,N,31293.0
000002050243,205-0243,US-19/SR3:S of SR93 Pelham,Pelham,Mitchell,31.11826,-84.1375,GDOT_CCS,N,24587.0
000002070222,207-0222,I-75 S of I-475,Macon,Monroe,32.940198,-83.764525,GDOT_CCS,N,
000002079408,207-9408,I-475 NB TO I-75 NB (Ramp),Macon,Monroe,32.95162,-83.8123,GDOT_CCS,N,24587.0
000002079507,207-9507,I-75 SB TO I-475 SB (Ramp),,Monroe,32.95648,-83.81268,GDOT_CCS,S,24587.0
000002090123,209-0123,SR30 btwn SR15 & SR56 Toombs Co,Ailey,Montgomery,32.20117,-82.4925,GDOT_CCS,E,20117.0
000002110203,211-0203,"I-20 E of Eatonton Rd/US129,441/SR24, Madison(RW-WB-PAVED)",Madison,Morgan,33.55561,-83.45776,GDOT_CCS,E,31293.0
000002130112,213-0112,SR225: N of US76/SR52 Murray Co,Chatsworth,Murray,34.80522,-84.82133,GDOT_CCS,N,24587.0
000002130212,213-0212,US411/SR2 N of SR286 Murray County,Crandall,Murray,34.91117,-84.74578,GDOT_CCS,N,24587.0
000002150165,215-0165,US-27AL btwn Warms Sprgs Conn & Reese Rd,Columbus,Muscogee,32.51455,-84.922803,GDOT_CCS,N,29058.0
000002150325,215-0325,I-185 N of Victory Dr Muscogee Co.,Columbus,Muscogee,32.42064,-84.927859,GDOT_CCS,N,29058.0
000002150336,215-0336,I-185 (SR 411) bn Airport Thruway & SR22 (Paved 05-08-24),Columbus,Muscogee,32.52907,-84.959427,GDOT_CCS,N,29058.0
000002170218,217-0218,"I-20 W OF SR 11, Newton Co.(2/4L-KLK)",Covington,Newton,33.611566,-83.76155,GDOT_CCS,E,31293.0
000002190203,219-0203,Union Ch Rd S of SR53 Oconee Co.,Watkinsville,Oconee,33.85285,-83.45137,GDOT_CCS,N,22352.0
000002250112,225-0112,I-75 bn SR49 & Sardis Ch Rd (Milled 7-18-23),Byron,Peach,32.66794,-83.744387,GDOT_CCS,N,31293.0
000002270165,227-0165,"SR136 W of SR5/515 Bridge & Ellijay Rd, Talking Rock",Talking Rock,Pickens,34.52062,-84.52905,GDOT_CCS,E,24587.0
000002270166,227-0166,"SR136 E OF SR5/515 Bridge, Talking Rock",Talking Rock,Pickens,34.5139,-84.51775,GDOT_CCS,E,24587.0
000002270237,227-0237,"SR 5/515 N of SR108, Jasper",Jasper,Pickens,34.41012,-84.42517,GDOT_CCS,N,24587.0
000002270249,227-0249,"SR 5/515 N of SR136, Talking Rock",Talking Rock,Pickens,34.53056,-84.51601,GDOT_CCS,N,29058.0
000002290163,229-0163,SR32 btwn SR38 & SR15  Pierce Co.,Patterson,Pierce,31.41384,-82.16505,GDOT_CCS,E,24587.0
000002290184,229-0184,Country Farm Rd S of Old Bristol Rd/CR 56,Blackshear,Pierce,31.37512,-82.21755,GDOT_CCS,N,20117.0
000002350138,235-0138,US-129/SR26 S of SR257 Pulaski Co.(2L-PLP),,Pulaski,32.29008,-83.44045,GDOT_CCS,N,20117.0
000002370123,237-0123,"129BU,441BU/SR44,24BU/S Oak St N of US129,441, Eatonton (RETIRED)",Eatonton,Putnam,33.3049,-83.3859,GDOT_CCS,E,
000002450214,245-0214,I-20 btwn Wheeler Rd & I-520 (WIM OFF CL/VOL ONLY),Augusta,Richmond,33.490691,-82.09494,GDOT_CCS,E,24587.0
000002450218,245-0218,"I-20 E of I-520, Augusta",Augusta,Richmond,33.527518,-82.019117,GDOT_CCS,E,29058.0
000002450223,245-0223,"I-520 S of Wheeler Rd, Augusta ",Augusta,Richmond,33.474801,-82.086457,GDOT_CCS,E,24587.0
000002450227,245-0227,"I-520 bn US-78/SR 10 & SR 4, Augusta",Augusta,Richmond,33.43621,-82.071,GDOT_CCS,E,24587.0
000002450233,245-0233,"I-520 bn SR 56SP/Laney Walker Blvd, Augusta",Augusta,Richmond,33.44253,-81.939221,GDOT_CCS,E,24587.0
000002450303,245-0303,Phinizy Rd W of SR56,Augusta,Richmond,33.38507,-82.00926,GDOT_CCS,E,20117.0
000002450947,245-0947,"Dixon Airline Rd E of SR56, Augusta",Augusta,Richmond,33.38447,-81.99367,GDOT_CCS,E,20117.0
000002550373,255-0373,"SR16 W of I-75 nr S McDonough Rd, Griffin",Griffin,Spalding,33.23691,-84.18439,GDOT_CCS,E,29058.0
000002630087,263-0087,"Chalybeate Sprgs Rd N of SR36, Manchester (RETIRED)",Manchester,Talbot,32.807794,-84.501903,GDOT_CCS,E,
000002650163,265-0163,I-20 E of SR22 Taliaferro Co.,Crawfordville,Taliaferro,33.52664,-82.88956,GDOT_CCS,E,31293.0
000002690123,269-0123,US-80/SR22 E of County Line Rd Taylor Co.,Butler,Taylor,32.720917,-84.319969,GDOT_CCS,E,24587.0
000002690223,269-0223,"Crowell Rd W of SR128, Reynolds (RETIRED)",Reynolds,Taylor,32.609418,-84.118959,GDOT_CCS,N,
000002750074,275-0074,US-319 N of SR 35CO,Thomasville,Thomas,30.884811,-83.93165,GDOT_CCS,N,24587.0
000002750123,275-0123,US-84/SR38 W of Hallman Rd Thomas Co.,Boston,Thomas,30.79992,-83.75857,GDOT_CCS,E,29058.0
000002750265,275-0265,"SR3/SR300 W of SR202, Thomas Co.",Thomasville,Thomas,30.925095,-83.992286,GDOT_CCS,N,24587.0
000002770149,277-0149,US-319/SR35 N of Powell Dr  Tift Co.,Omega,Tift,31.34286,-83.59119,GDOT_CCS,N,15646.0
000002770256,277-0256,I-75 btwn Willis Still Rd & Turner Co line,Chula,Tift,31.58856,-83.55668,GDOT_CCS,N,31293.0
000002810161,281-0161,"SR288 W of US76/SR2 nr Beech Cove Rd, Hiawssee",Hiawssee,Towns,34.934418,-83.750191,GDOT_CCS,N,20117.0
000002830201,283-0201,I-16 1.1 mi E of SR15 Truelton Co.(CL/WIM OFF VOL ONLY),Soperton,Treutlen,32.43265,-82.58998,GDOT_CCS,E,31293.0
000002850227,285-0227,I-85 bn Kia Blvd & LaGrange Exit,West Point,Troup,32.968426,-85.073632,GDOT_CCS,N,31293.0
000002850234,285-0234,"I-85 bn SR109 & Hamilton Rd, LaGrange/Greenville",LaGrange,Troup,33.01966,-84.9869,GDOT_CCS,N,31293.0
000002850243,285-0243,I-185 N of SR18 Troup Co. (2-KLK) (2L-LPL),Pine Mountain,Troup,32.87802,-84.96227,GDOT_CCS,N,31293.0
000002850248,285-0248,"I-185 S of  I-85 @SR109/Greenville Rd, ",LaGrange,Troup,33.04224,-84.94972,GDOT_CCS,N,31293.0
000002850372,285-0372,"E Depot St W of Union St, LaGrange (RETIRED)",LaGrange,Troup,33.0354,-85.0257,GDOT_CCS,E,
000002910138,291-0138,"SR11 N of Pat Haralson Dr, Blairsvle (RETIRED)",Blairsville,Union,34.887192,-83.987712,GDOT_CCS,N,
000002930259,293-0259,"Poplar Dr W of N Church St, Thomaston (RETIRED)",Thomaston,Upson,32.896356,-84.329395,GDOT_CCS,E,
000002950035,295-0035,"US-27/SR1 N of Lafayette Rd, Walker Co.(RW-PAVED)",Ft Oglethorpe,Walker,34.945107,-85.276624,GDOT_CCS,N,24587.0
000002950036,295-0036,US-27/SR1 bn SR146 & TN SL N of Bentley Dr (RETIRED),Rossville,Walker,34.969714,-85.266729,GDOT_CCS,N,20117.0
000002970018,297-0018,US-78/SR10 west of Rowe Rd-Walton Co.,Monroe,Walton,33.80618,-83.77962,GDOT_CCS,E,24587.0
000002990007,299-0007,US-1/SR4 S of US-82/SR520 Ware Co.,Waycross,Ware,31.185686,-82.312845,GDOT_CCS,N,24587.0
000002990309,299-0309,"E Waring Rd W of Darling St, Waycross (RETIRED)",Wayccross,Ware,31.241061,-82.352211,GDOT_CCS,E,
000003010196,301-0196,I-20 E of US278/SR12/ATL Hwy @Williams Cr Ch Rd,Norwood,Warren,33.5044,-82.74717,GDOT_CCS,E,31293.0
000003130101,313-0101,I-75 btwn Gordon Co Line & Carbondale Rd(SB-VOL),Dalton,Whitfield,34.62805,-84.9726,GDOT_CCS,N,31293.0
000003190167,319-0167,"SR57 E of SR112/Main St, Toomsboro",Toomsboro,Wilkinson,32.814,-83.0672,GDOT_CCS,N,
